01,"-pi"
01,"hawanpi"
01,"hawanpi"
01,"hawanpi"
01,"hawanpi"
02,"-pi"
02,"-pi"
03,"hawanpi"
04,"chawpi"
05,"-pi"
05,"-pi"
05,"-pi"
06,"-pi"
06,"waqtaman"
06,"waqtaman"
07,"-pi"
07,"-pi"
07,"-pi"
07,"-pi"
07,"-pi"
08,"-pi"
08,"hawanpi"
10,"-pi"
10,"-pi"
10,"-pi"
10,"-pi"
11,"hawanpi"
12,"hawanpi"
13,"hawanpi"
13,"hawanpi"
13,"hawanpi"
14,"-pi"
14,"-pi"
14,"ukhu"
14,"ukhu"
16,"ura"
16,"uranninpi"
16,"uranninpi"
16,"urapi"
16,"urapi"
17,"-pi"
17,"-pi"
17,"-pi"
17,"chawpi"
17,"chawpi"
17,"hawanpi"
18,"-pi"
18,"qhipa"
19,"hawanpi"
19,"hawanpi"
23,"hawanpi"
23,"hawanpi"
23,"hawanpi"
23,"hawanpi"
23,"hawanpi"
24,"ura"
24,"ura"
24,"uranninpi"
25,"-pi"
25,"-pi"
25,"-pi"
29,"-pi"
29,"-pi"
29,"hawanpi"
29,"hawanpi"
29,"hawanpi"
31,"ulay"
31,"ura"
31,"uranninpi"
31,"uranninpi"
31,"uranninpi"
31,"uranninpi"
32,"-pi"
32,"ukhu"
32,"ukhu"
33,"-pi"
33,"-pi"
34,"-pi"
34,"-pi"
34,"-pi"
34,"-pi"
34,"hawanpi"
34,"hawanpi"
34,"hawanpi"
34,"hawanpi"
35,"-pi"
35,"-pi"
36,"hawanpi"
36,"hawanpi"
36,"hawanpi"
37,"-pi"
38,"kailla"
39,"-pi"
40,"hawanpi"
40,"hawanpi"
40,"hawanpi"
40,"hawanpi"
43,"-pi"
43,"hawanpi"
43,"hawanpi"
43,"hawanpi"
43,"pata"
44,"-pi"
44,"-pi"
44,"-pi"
44,"-pi"
44,"hawanpi"
44,"hawanpi"
46,"-pi"
46,"-pi"
46,"-pi"
48,"-pi"
48,"-pi"
50,"-pi"
50,"-pi"
50,"-pi"
50,"-pi"
50,"-pi"
50,"-pi"
51,"-pi"
51,"-pi"
52,"-pi"
52,"-pi"
52,"-pi"
52,"-pi"
53,"ura"
53,"uranninpi"
53,"uranninpi"
53,"uranninpi"
54,"ukhu"
55,"-pi"
55,"-pi"
55,"-pi"
55,"-pi"
58,"-pi"
58,"-pi"
59,"-pi"
59,"-pi"
59,"hawanpi"
59,"hawanpi"
60,"ukhu"
60,"ukhu"
61,"-pi"
62,"hawanpi"
63,"-pi"
63,"-pi"
63,"-pi"
64,"qhipa"
65,"hawanpi"
65,"hawanpi"
65,"hawanpi"
65,"pata"
67,"-pi"
67,"ukhu"
68,"-pi"
69,"-pi"
69,"-pi"
69,"-pi"
69,"-pi"
71,"-pi"
71,"-pi"
71,"-pi"
