01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
01,"bon"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"ni"
02,"phayni"
02,"thi dan lang"
03,"bon"
03,"bon"
03,"bon"
03,"bon"
03,"bon"
03,"bon"
03,"bon"
03,"bon"
03,"thi"
04,"bon"
04,"bon"
04,"bon"
04,"kab"
04,"rob"
04,"rob"
04,"rob"
04,"thi"
05,"bon"
05,"bon"
05,"bon"
05,"bon"
05,"bon"
05,"bon"
06,"khong"
06,"khong"
06,"khong"
06,"khong"
06,"khong"
06,"khong"
06,"khong"
06,"khong"
06,"khong"
06,"nok"
06,"nok"
06,"nok"
06,"nok"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
07,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
08,"bon"
09,"bon"
09,"bon"
09,"bon"
09,"bon"
09,"trong"
10,"bon"
10,"bon"
10,"bon"
10,"bon"
10,"bon"
10,"bon"
10,"bon"
10,"bon"
11,"bon"
11,"bon"
11,"klang"
11,"klang"
11,"ni"
11,"ni"
11,"ni"
11,"ni"
11,"ni"
11,"ni"
11,"ni"
11,"ni"
11,"ni"
12,"bon"
12,"bon"
12,"bon"
12,"bon"
12,"bon"
12,"bon"
12,"bon"
12,"bon"
12,"bon"
13,"henux"
13,"henux"
13,"henux"
13,"henux"
13,"henux"
13,"henux"
13,"henux"
13,"henux"
13,"henux"
13,"khong"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
14,"ni"
15,"rob"
15,"rob"
15,"rob"
15,"rob"
15,"rob"
16,"fi"
16,"fi"
16,"fi"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
16,"tai"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"bon"
17,"thi"
18,"bon"
18,"bon"
18,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"bon"
19,"ni"
19,"ni"
19,"ni"
20,"bon"
20,"bon"
20,"bon"
20,"bon"
20,"bon"
20,"thi"
21,"kab"
21,"thi"
22,"bon"
22,"bon"
22,"bon"
22,"ni"
22,"ni"
22,"thi"
22,"thi"
22,"thi"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
23,"bon"
24,"tai"
24,"tai"
24,"tai"
24,"tai"
24,"tai"
24,"tai"
25,"bon"
25,"bon"
25,"bon"
25,"bon"
25,"bon"
25,"bon"
25,"bon"
25,"bon"
25,"bon"
26,"bon"
26,"bon"
26,"bon"
26,"khong"
27,"bon"
27,"bon"
27,"bon"
27,"bon"
27,"bon"
27,"bon"
28,"bon"
28,"bon"
28,"bon"
28,"bon"
28,"bon"
28,"bon"
28,"bon"
28,"bon"
28,"ni"
28,"ni"
29,"bon"
29,"bon"
29,"bon"
30,"klang"
30,"ni"
30,"thalu"
30,"thalu"
30,"thalu"
30,"thalu"
30,"thalu"
30,"thalu"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
31,"tai"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
32,"ni"
33,"bon"
33,"bon"
33,"bon"
33,"bon"
33,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
34,"bon"
35,"bon"
35,"bon"
35,"hlang"
35,"thi"
35,"thi"
35,"thi"
35,"trong"
36,"bon"
36,"bon"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
36,"hlang"
37,"bon"
37,"bon"
37,"bon"
37,"bon"
37,"bon"
37,"bon"
37,"bon"
37,"bon"
37,"bon"
37,"thi"
37,"thi"
37,"thi"
38,"kab"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
38,"khong"
39,"ni"
39,"ni"
39,"ni"
39,"thi"
39,"thi"
39,"thi"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
40,"bon"
41,"bon"
41,"bon"
41,"bon"
41,"bon"
41,"bon"
41,"bon"
41,"cak"
41,"khang"
41,"thi"
41,"thi"
42,"bon"
42,"bon"
42,"nok"
42,"thi"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"bon"
43,"henux"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"bon"
44,"thi"
44,"thi"
44,"thi"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"bon"
45,"cak"
46,"bon"
46,"bon"
46,"bon"
46,"bon"
46,"rob"
46,"thi"
46,"thi"
46,"thi"
47,"bon"
47,"bon"
47,"bon"
47,"bon"
47,"ni"
47,"ni"
47,"ni"
47,"ni"
47,"ni"
47,"ni"
47,"ni"
47,"ni"
48,"bon"
48,"bon"
48,"bon"
48,"bon"
48,"bon"
48,"dan nok"
48,"nok"
48,"nok"
48,"nok"
48,"nok"
48,"thi"
48,"thi"
49,"khong"
49,"khong"
49,"khong"
49,"khong"
49,"khong"
49,"thi"
49,"wi hna"
50,"bon"
50,"bon"
50,"bon"
50,"bon"
50,"kab"
50,"khang"
50,"thi"
50,"thi"
51,"bon"
51,"rob"
51,"thi"
51,"thi"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"bon"
52,"thi"
53,"cak"
53,"cak"
53,"cak"
53,"cak"
53,"cak"
53,"tai"
53,"tai"
53,"tai"
53,"tai"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
54,"ni"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
55,"rob"
56,"bon"
56,"bon"
56,"bon"
56,"bon"
56,"bon"
56,"bon"
56,"bon"
56,"bon"
56,"khun su yad"
56,"thi"
57,"bon"
57,"bon"
57,"thi"
58,"khang"
58,"khang"
58,"khong"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
59,"bon"
60,"klang"
60,"ni"
60,"ni"
60,"ni"
60,"ni"
60,"phayni"
60,"rob"
61,"bon"
61,"bon"
61,"kab"
62,"bon"
62,"thi"
62,"thi"
62,"thi"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"bon"
63,"cak"
63,"cak"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
64,"hlang"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
65,"bon"
66,"kab"
66,"kab"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
67,"ni"
68,"bon"
68,"bon"
68,"bon"
68,"bon"
68,"bon"
68,"bon"
69,"ni"
69,"thi"
69,"thi"
69,"thi"
69,"thi"
69,"thi"
69,"thi"
70,"thalu"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"ni"
71,"thi"
